,on_real_accuracy_to_real,on_real_accuracy_to_fake,on_monet_accuracy_to_monet,on_monet_accuracy_to_fake,total_cycle_loss,monet->real,real->monet
0,0.9522042274475098,0.7887499928474426,0.9104855060577393,0.7883816957473755,4.12296199798584,5.901205062866211,5.805547714233398
1,0.9253906011581421,0.9360714554786682,0.8505133986473083,0.9285323619842529,3.205008029937744,4.893470287322998,4.556220054626465
2,0.8934932947158813,0.9614397287368774,0.628883957862854,0.8014397025108337,2.8175110816955566,4.5934553146362305,4.1386542320251465
3,0.8645591735839844,0.9318303465843201,0.7415290474891663,0.7812109589576721,2.8072686195373535,4.6532416343688965,4.061356544494629
4,0.7819029092788696,0.8922098278999329,0.46909597516059875,0.6286941766738892,2.683194637298584,4.334715843200684,3.8896031379699707
5,0.7451171875,0.8670647144317627,0.4695870578289032,0.6321205496788025,2.7863850593566895,4.426494598388672,4.047966957092285
6,0.6073939800262451,0.8134598135948181,0.521690845489502,0.5917633771896362,2.544877052307129,4.082165718078613,3.7388663291931152
7,0.6344754695892334,0.759754478931427,0.5529687404632568,0.6329129338264465,2.541841506958008,4.1103973388671875,3.791827440261841
8,0.5945758819580078,0.6622544527053833,0.586155116558075,0.632617175579071,2.5833563804626465,4.136604309082031,3.8916196823120117
9,0.6486830115318298,0.7516629695892334,0.6699553728103638,0.6812053322792053,2.1513733863830566,3.571978807449341,3.5362775325775146
10,0.7449442148208618,0.8397488594055176,0.5710602402687073,0.6537556052207947,2.627312183380127,4.327744960784912,3.9722723960876465
11,0.8045759201049805,0.8675781488418579,0.7201841473579407,0.7463448643684387,2.248310089111328,4.057587146759033,3.635374069213867
12,0.760959804058075,0.8011272549629211,0.7523884177207947,0.8117020130157471,2.1606545448303223,3.860229730606079,3.5022518634796143
13,0.7683314681053162,0.8578571677207947,0.8131417632102966,0.8783872723579407,2.059845209121704,3.7467567920684814,3.732743263244629
14,0.6552008986473083,0.744732141494751,0.7577120661735535,0.8282254338264465,2.1388096809387207,3.552358627319336,3.7543177604675293
15,0.6702232360839844,0.7640848159790039,0.7362946271896362,0.8458817005157471,2.1848902702331543,3.551689624786377,3.6462628841400146
16,0.685558021068573,0.754687488079071,0.6782533526420593,0.8193415403366089,2.283102512359619,3.9190046787261963,3.677863359451294
17,0.6829017996788025,0.7469921708106995,0.6586774587631226,0.7296651601791382,2.0574352741241455,3.5258870124816895,3.7424936294555664
18,0.7344865798950195,0.807991087436676,0.6997433304786682,0.7675278782844543,1.9854282140731812,3.324092388153076,3.388904333114624
19,0.7304631471633911,0.7801841497421265,0.6563504338264465,0.7112946510314941,2.0270161628723145,3.644665002822876,3.2702524662017822
20,0.6914731860160828,0.7658928632736206,0.5836997628211975,0.6608147025108337,1.9649016857147217,3.27133846282959,3.0446276664733887
21,0.7151060104370117,0.7980859279632568,0.6779240965843201,0.7465066909790039,2.0199437141418457,3.601879119873047,3.3272624015808105
22,0.7528627514839172,0.7984765768051147,0.6446149349212646,0.7508370280265808,1.959186315536499,3.898026943206787,3.4335691928863525
23,0.7151562571525574,0.7905133962631226,0.7123270034790039,0.7451897263526917,2.1351418495178223,3.763683319091797,3.709953546524048
24,0.7783370614051819,0.8376116156578064,0.7387555837631226,0.7877845764160156,1.9142646789550781,3.642523765563965,3.3954052925109863
25,0.7451897263526917,0.7773827910423279,0.7043303847312927,0.8321037888526917,1.9649244546890259,3.1013965606689453,3.4023962020874023
26,0.7529464364051819,0.8207644820213318,0.6507031321525574,0.7212053537368774,1.8142268657684326,3.735685348510742,3.422698497772217
27,0.7028180956840515,0.7711830139160156,0.7390959858894348,0.7848325967788696,1.9929466247558594,3.5085699558258057,3.3156840801239014
28,0.7677789926528931,0.8239564895629883,0.5659709572792053,0.735373854637146,1.9228074550628662,3.6768035888671875,3.0047852993011475
29,0.7125446200370789,0.7490680813789368,0.629486620426178,0.7168247699737549,1.8372206687927246,3.784337282180786,3.2340264320373535
30,0.7285435199737549,0.8191071152687073,0.6834542155265808,0.6957589387893677,1.9334313869476318,3.5234742164611816,3.2364511489868164
31,0.7554240822792053,0.808789074420929,0.674397349357605,0.7216182947158813,1.8534557819366455,3.437577724456787,3.4177234172821045
32,0.7146986722946167,0.7714564800262451,0.7449497580528259,0.7474051117897034,1.908585548400879,4.203104019165039,3.1867175102233887
33,0.6902790069580078,0.7786272168159485,0.6418359279632568,0.7124609351158142,2.026441812515259,3.5093374252319336,3.256711721420288
34,0.741618275642395,0.8212221264839172,0.6457533240318298,0.6840401887893677,1.8127349615097046,3.5177645683288574,3.042309522628784
35,0.7366685271263123,0.8097265362739563,0.659972071647644,0.7335156202316284,1.8889669179916382,3.23698091506958,3.257838249206543
36,0.740212082862854,0.8064899444580078,0.6850725412368774,0.7268303632736206,1.865926742553711,3.3608412742614746,3.107254981994629
37,0.7235770225524902,0.803688645362854,0.7088448405265808,0.7194698452949524,1.7222986221313477,3.2446818351745605,2.865469217300415
38,0.7227566838264465,0.7707198858261108,0.5937109589576721,0.6729910969734192,1.9889931678771973,4.001728057861328,3.1298789978027344
39,0.7021819353103638,0.787890613079071,0.6639453172683716,0.637310266494751,1.914494514465332,3.5110254287719727,3.005034923553467
40,0.7116071581840515,0.7746651768684387,0.6639062762260437,0.7100781202316284,1.8618793487548828,3.4567782878875732,3.0991051197052
