,on_real_accuracy_to_real,on_real_accuracy_to_fake,on_monet_accuracy_to_monet,on_monet_accuracy_to_fake,total_cycle_loss,monet->real,real->monet
41,0.7407756447792053,0.8290290236473083,0.6979520320892334,0.7222879528999329,2.046016216278076,3.992659568786621,3.684575319290161
42,0.7062667608261108,0.7981082797050476,0.606819212436676,0.6964229941368103,1.698591947555542,3.1443798542022705,3.0460309982299805
43,0.744525671005249,0.8279129266738892,0.694129467010498,0.7459765672683716,1.8354225158691406,3.648634672164917,3.4411230087280273
44,0.7691518068313599,0.820128321647644,0.7082868218421936,0.714252233505249,1.96315598487854,3.126375198364258,3.2271432876586914
45,0.7614732384681702,0.829860508441925,0.6919252276420593,0.717762291431427,1.8392146825790405,3.5040698051452637,2.830190896987915
46,0.7364955544471741,0.8040624856948853,0.7386495471000671,0.7482868432998657,2.0550339221954346,4.0483293533325195,3.264275312423706
47,0.774029016494751,0.8423604965209961,0.6752957701683044,0.7295089364051819,1.9008755683898926,3.611868381500244,3.442227840423584
48,0.7353906035423279,0.7937723398208618,0.7142857313156128,0.7425335049629211,1.7123422622680664,3.2795047760009766,2.9471099376678467
49,0.7513895034790039,0.8417299389839172,0.7010100483894348,0.7620256543159485,1.8217332363128662,3.1073522567749023,3.1011264324188232
50,0.7583203315734863,0.8149943947792053,0.639274537563324,0.7019475698471069,1.9940333366394043,3.836728572845459,3.059141159057617
51,0.7576897144317627,0.8412667512893677,0.7209765911102295,0.7483258843421936,2.0439651012420654,4.059892177581787,3.4996185302734375
52,0.7500056028366089,0.8363281488418579,0.7355970740318298,0.7514118552207947,1.9330693483352661,3.874110460281372,4.149373531341553
53,0.7330636382102966,0.8156919479370117,0.6213895082473755,0.704670786857605,1.87250554561615,3.6133875846862793,3.3263797760009766
54,0.7831138372421265,0.853537917137146,0.7094531059265137,0.7249665260314941,1.7843337059020996,3.3059022426605225,3.2197632789611816
55,0.7576004266738892,0.8354408740997314,0.6954017877578735,0.7546260952949524,1.8541388511657715,3.402477979660034,3.331486463546753
56,0.7757700681686401,0.8505580425262451,0.6656975150108337,0.7150223255157471,1.7874921560287476,2.9019711017608643,3.2191812992095947
57,0.7879408597946167,0.8660491108894348,0.7068973183631897,0.7652789950370789,1.896400809288025,3.262690544128418,3.1605451107025146
58,0.7671595811843872,0.8332756757736206,0.6997321248054504,0.7637890577316284,1.8504983186721802,3.8299551010131836,2.951077461242676
59,0.7755635976791382,0.8518136143684387,0.7061439752578735,0.776149570941925,1.9783738851547241,3.988135814666748,3.1899800300598145
60,0.7630301117897034,0.8379241228103638,0.6860993504524231,0.7526674270629883,1.8634085655212402,4.77030611038208,3.0808351039886475
61,0.7949497699737549,0.8635491132736206,0.7196651697158813,0.7802566885948181,1.9833011627197266,3.80903697013855,3.4821114540100098
62,0.7801730036735535,0.8594252467155457,0.6826115846633911,0.7522488832473755,1.64241361618042,3.536916732788086,2.7681431770324707
63,0.8077343702316284,0.8807533383369446,0.7003738880157471,0.7507533431053162,1.956404209136963,4.792192459106445,3.131194829940796
64,0.7664955258369446,0.8257365822792053,0.6682198643684387,0.7403125166893005,1.8894351720809937,3.204660654067993,3.468139886856079
65,0.7619754672050476,0.8739731907844543,0.7382031083106995,0.7393024563789368,1.7534924745559692,3.2932796478271484,3.034822463989258
66,0.7941908240318298,0.8854240775108337,0.6779854893684387,0.7132087349891663,1.8286100625991821,4.033098220825195,3.194972276687622
67,0.7860658764839172,0.8438002467155457,0.7414731979370117,0.7765904068946838,1.8958404064178467,3.8899855613708496,3.384518623352051
68,0.7935826182365417,0.8582980036735535,0.6665457487106323,0.7327790260314941,2.0695836544036865,4.435015678405762,3.304762840270996
69,0.7880022525787354,0.857991099357605,0.7203515768051147,0.7829073667526245,1.7650132179260254,4.152988910675049,3.7031917572021484
70,0.7819530963897705,0.8623939752578735,0.6998660564422607,0.7629743218421936,1.854886770248413,4.916672229766846,3.769665479660034
71,0.8025557994842529,0.873253345489502,0.708577036857605,0.7770647406578064,1.829516887664795,4.169219017028809,3.3932600021362305
72,0.7509040236473083,0.8397768139839172,0.7198158502578735,0.7783761024475098,1.8698933124542236,4.328157424926758,3.2408199310302734
73,0.7678571343421936,0.8536160588264465,0.753125011920929,0.8028292655944824,1.913043737411499,4.320296287536621,3.3722329139709473
74,0.7919028997421265,0.8686551451683044,0.6936997771263123,0.7988950610160828,1.933390736579895,4.028031349182129,3.4113049507141113
75,0.799587070941925,0.8719252347946167,0.7486774325370789,0.7977790236473083,2.019458293914795,3.6433238983154297,4.060377597808838
76,0.7901562452316284,0.8750446438789368,0.7703069448471069,0.8232979774475098,1.7982195615768433,4.215723991394043,3.2529489994049072
77,0.7856082320213318,0.8530245423316956,0.7305022478103638,0.8023828268051147,1.7839893102645874,3.4348254203796387,3.2980568408966064
78,0.7799665331840515,0.8682923913002014,0.7400725483894348,0.8178181052207947,2.0470728874206543,4.3658952713012695,4.128506183624268
79,0.7900446653366089,0.8607310056686401,0.745719850063324,0.8032366037368774,1.6902337074279785,4.261740684509277,3.5592310428619385
80,0.7729855179786682,0.8703683018684387,0.750758945941925,0.7926785945892334,1.7547123432159424,3.533965587615967,2.86820387840271
81,0.7815178632736206,0.8467633724212646,0.7543359398841858,0.8342801332473755,1.9198017120361328,3.708465099334717,3.749019145965576
82,0.7863727807998657,0.871289074420929,0.7623884081840515,0.7926785945892334,1.8108470439910889,3.320288896560669,3.2462782859802246
83,0.8006975650787354,0.8922879695892334,0.7858259081840515,0.8436495661735535,1.9473652839660645,3.9285783767700195,3.7969272136688232
84,0.8024721145629883,0.8645982146263123,0.7745368480682373,0.8283705115318298,1.9177695512771606,3.712454080581665,3.7246618270874023
85,0.7832812666893005,0.8360770344734192,0.8187165260314941,0.8548214435577393,1.7131969928741455,3.552048921585083,3.5602972507476807
86,0.7913448810577393,0.8700335025787354,0.8307365775108337,0.8540234565734863,1.8136945962905884,3.325026035308838,4.4414448738098145
87,0.7936495542526245,0.8773884177207947,0.8030970692634583,0.8370256423950195,1.7638846635818481,4.454568862915039,3.849843978881836
88,0.7736942172050476,0.8380357027053833,0.8377455472946167,0.8472209572792053,1.879650592803955,5.255887985229492,3.7509403228759766
89,0.7953850626945496,0.8627455234527588,0.7568080425262451,0.7745647430419922,1.9266374111175537,4.6299729347229,4.5323100090026855
90,0.7907421588897705,0.8639843463897705,0.8211160898208618,0.8560826182365417,1.8294254541397095,3.8048458099365234,3.673424005508423
91,0.7951506972312927,0.8568247556686401,0.7920703291893005,0.8401116132736206,1.9017693996429443,3.707437515258789,3.6622915267944336
92,0.7681361436843872,0.817767858505249,0.7434486746788025,0.7864453196525574,1.7686665058135986,2.8731794357299805,3.7116124629974365
93,0.8007143139839172,0.8761216402053833,0.8145535588264465,0.837483286857605,1.9971923828125,3.6232738494873047,3.687880039215088
94,0.7528906464576721,0.7975948452949524,0.8458593487739563,0.8562723398208618,1.9096345901489258,3.1127994060516357,3.6994714736938477
95,0.7608035802841187,0.865641713142395,0.7827399373054504,0.8213504552841187,1.7651093006134033,3.492281436920166,3.4327945709228516
96,0.8122209906578064,0.8891685009002686,0.8027176260948181,0.8355468511581421,1.8380711078643799,3.3973798751831055,3.8699557781219482
97,0.787315845489502,0.857444167137146,0.8364508748054504,0.8567857146263123,1.7363457679748535,3.5308899879455566,3.496323823928833
98,0.7869698405265808,0.8370702862739563,0.8504352569580078,0.8688895106315613,1.941369891166687,4.117961883544922,4.449412822723389
99,0.8131417632102966,0.8834821581840515,0.830485463142395,0.8561663031578064,1.8651490211486816,3.4166088104248047,3.8504974842071533
100,0.8179687261581421,0.870139479637146,0.8439732193946838,0.8714452981948853,1.905026912689209,3.3211560249328613,3.4188055992126465
